response_id,employee_id,survey_date,engagement_score,open_text_comment
R01835,E0366,2023-12-01,1,Leadership communication lacks clarity.
R01836,E0366,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R01837,E0366,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01838,E0367,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01839,E0367,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01840,E0367,2024-12-01,1,Workload is high and expectations are unclear.
R01841,E0367,2025-06-01,5,The culture encourages learning and innovation.
R01842,E0367,2025-12-01,3,Work is steady but processes could improve.
R01843,E0368,2023-06-01,5,The culture encourages learning and innovation.
R01844,E0368,2023-12-01,2,Workload is high and expectations are unclear.
R01845,E0368,2024-06-01,1,Workload is high and expectations are unclear.
R01846,E0368,2024-12-01,3,Tools are fine though coordination can improve.
R01847,E0368,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R01848,E0368,2025-12-01,4,The culture encourages learning and innovation.
R01849,E0369,2023-06-01,3,Tools are fine though coordination can improve.
R01850,E0369,2023-12-01,3,Tools are fine though coordination can improve.
R01851,E0369,2024-06-01,4,I feel valued and have autonomy in my work.
R01852,E0369,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01853,E0369,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01854,E0369,2025-12-01,3,Tools are fine though coordination can improve.
R01855,E0370,2023-06-01,3,Tools are fine though coordination can improve.
R01856,E0370,2023-12-01,5,I feel valued and have autonomy in my work.
R01857,E0370,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01858,E0370,2024-12-01,5,The culture encourages learning and innovation.
R01859,E0370,2025-06-01,1,Workload is high and expectations are unclear.
R01860,E0370,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01861,E0371,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01862,E0371,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01863,E0371,2024-06-01,2,Leadership communication lacks clarity.
R01864,E0371,2024-12-01,4,I feel valued and have autonomy in my work.
R01865,E0371,2025-06-01,2,Leadership communication lacks clarity.
R01866,E0371,2025-12-01,1,Workload is high and expectations are unclear.
R01867,E0372,2024-12-01,4,The culture encourages learning and innovation.
R01868,E0372,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01869,E0372,2025-12-01,5,I feel valued and have autonomy in my work.
R01870,E0373,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R01871,E0373,2023-12-01,3,Tools are fine though coordination can improve.
R01872,E0373,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R01873,E0374,2023-06-01,4,The culture encourages learning and innovation.
R01874,E0374,2023-12-01,4,I feel valued and have autonomy in my work.
R01875,E0374,2024-06-01,3,Work is steady but processes could improve.
R01876,E0374,2024-12-01,1,Leadership communication lacks clarity.
R01877,E0374,2025-06-01,5,The culture encourages learning and innovation.
R01878,E0374,2025-12-01,3,Tools are fine though coordination can improve.
R01879,E0375,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01880,E0375,2025-12-01,4,The culture encourages learning and innovation.
R01881,E0376,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01882,E0376,2023-12-01,1,Workload is high and expectations are unclear.
R01883,E0376,2024-06-01,4,The culture encourages learning and innovation.
R01884,E0376,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01885,E0376,2025-06-01,2,Leadership communication lacks clarity.
R01886,E0377,2023-06-01,3,Tools are fine though coordination can improve.
R01887,E0377,2023-12-01,5,The culture encourages learning and innovation.
R01888,E0377,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01889,E0377,2024-12-01,4,I feel valued and have autonomy in my work.
R01890,E0377,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01891,E0377,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01892,E0378,2023-06-01,1,Workload is high and expectations are unclear.
R01893,E0378,2023-12-01,3,Tools are fine though coordination can improve.
R01894,E0378,2024-06-01,1,Workload is high and expectations are unclear.
R01895,E0378,2024-12-01,4,I feel valued and have autonomy in my work.
R01896,E0378,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01897,E0378,2025-12-01,3,Tools are fine though coordination can improve.
R01898,E0379,2023-06-01,1,Workload is high and expectations are unclear.
R01899,E0379,2023-12-01,3,Work is steady but processes could improve.
R01900,E0379,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R01901,E0379,2024-12-01,5,The culture encourages learning and innovation.
R01902,E0379,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01903,E0379,2025-12-01,1,Leadership communication lacks clarity.
R01904,E0380,2025-06-01,3,Work is steady but processes could improve.
R01905,E0380,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01906,E0381,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01907,E0381,2025-06-01,3,Work is steady but processes could improve.
R01908,E0381,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01909,E0382,2023-06-01,3,Work is steady but processes could improve.
R01910,E0382,2023-12-01,4,I feel valued and have autonomy in my work.
R01911,E0382,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01912,E0382,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01913,E0382,2025-06-01,5,I feel valued and have autonomy in my work.
R01914,E0382,2025-12-01,2,Leadership communication lacks clarity.
R01915,E0383,2023-06-01,4,The culture encourages learning and innovation.
R01916,E0383,2023-12-01,3,Tools are fine though coordination can improve.
R01917,E0383,2024-06-01,2,Leadership communication lacks clarity.
R01918,E0383,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01919,E0383,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01920,E0383,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R01921,E0384,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R01922,E0384,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01923,E0384,2024-12-01,5,The culture encourages learning and innovation.
R01924,E0384,2025-06-01,4,The culture encourages learning and innovation.
R01925,E0384,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01926,E0385,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01927,E0385,2023-12-01,2,Leadership communication lacks clarity.
R01928,E0385,2024-06-01,4,The culture encourages learning and innovation.
R01929,E0385,2024-12-01,3,Tools are fine though coordination can improve.
R01930,E0385,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R01931,E0385,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R01932,E0386,2023-06-01,4,I feel valued and have autonomy in my work.
R01933,E0386,2023-12-01,4,I feel valued and have autonomy in my work.
R01934,E0386,2024-06-01,1,Leadership communication lacks clarity.
R01935,E0386,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01936,E0387,2023-06-01,1,Workload is high and expectations are unclear.
R01937,E0387,2023-12-01,5,I feel valued and have autonomy in my work.
R01938,E0387,2024-06-01,2,Leadership communication lacks clarity.
R01939,E0388,2023-12-01,5,I feel valued and have autonomy in my work.
R01940,E0388,2024-06-01,2,Leadership communication lacks clarity.
R01941,E0388,2024-12-01,5,The culture encourages learning and innovation.
R01942,E0388,2025-06-01,3,Work is steady but processes could improve.
R01943,E0388,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01944,E0389,2023-06-01,4,The culture encourages learning and innovation.
R01945,E0389,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01946,E0389,2024-06-01,5,I feel valued and have autonomy in my work.
R01947,E0389,2024-12-01,1,Workload is high and expectations are unclear.
R01948,E0389,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01949,E0389,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01950,E0390,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R01951,E0391,2023-06-01,3,Tools are fine though coordination can improve.
R01952,E0391,2023-12-01,4,The culture encourages learning and innovation.
R01953,E0391,2024-06-01,3,Work is steady but processes could improve.
R01954,E0391,2024-12-01,1,Leadership communication lacks clarity.
R01955,E0391,2025-06-01,5,The culture encourages learning and innovation.
R01956,E0391,2025-12-01,5,The culture encourages learning and innovation.
R01957,E0392,2023-06-01,1,Leadership communication lacks clarity.
R01958,E0392,2023-12-01,2,Leadership communication lacks clarity.
R01959,E0392,2024-06-01,2,Leadership communication lacks clarity.
R01960,E0393,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01961,E0393,2024-12-01,2,Leadership communication lacks clarity.
R01962,E0394,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01963,E0394,2023-12-01,3,Tools are fine though coordination can improve.
R01964,E0394,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01965,E0394,2024-12-01,5,The culture encourages learning and innovation.
R01966,E0394,2025-06-01,2,Workload is high and expectations are unclear.
R01967,E0394,2025-12-01,1,Workload is high and expectations are unclear.
R01968,E0395,2023-06-01,2,Leadership communication lacks clarity.
R01969,E0395,2023-12-01,1,Leadership communication lacks clarity.
R01970,E0395,2024-06-01,1,Workload is high and expectations are unclear.
R01971,E0395,2024-12-01,2,Workload is high and expectations are unclear.
R01972,E0395,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R01973,E0395,2025-12-01,5,I feel valued and have autonomy in my work.
R01974,E0396,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01975,E0396,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01976,E0396,2024-06-01,4,I feel valued and have autonomy in my work.
R01977,E0396,2024-12-01,2,Workload is high and expectations are unclear.
R01978,E0396,2025-06-01,5,I feel valued and have autonomy in my work.
R01979,E0396,2025-12-01,5,The culture encourages learning and innovation.
R01980,E0397,2023-06-01,4,The culture encourages learning and innovation.
R01981,E0397,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01982,E0397,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01983,E0397,2024-12-01,1,Workload is high and expectations are unclear.
R01984,E0397,2025-06-01,2,Leadership communication lacks clarity.
R01985,E0397,2025-12-01,2,Workload is high and expectations are unclear.
R01986,E0398,2023-06-01,5,The culture encourages learning and innovation.
R01987,E0398,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01988,E0398,2024-06-01,4,I feel valued and have autonomy in my work.
R01989,E0398,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01990,E0398,2025-06-01,1,Leadership communication lacks clarity.
R01991,E0398,2025-12-01,4,I feel valued and have autonomy in my work.
R01992,E0399,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01993,E0399,2023-12-01,4,The culture encourages learning and innovation.
R01994,E0399,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01995,E0401,2023-06-01,4,I feel valued and have autonomy in my work.
R01996,E0401,2023-12-01,2,Workload is high and expectations are unclear.
R01997,E0402,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01998,E0402,2023-12-01,1,Leadership communication lacks clarity.
